-0.08055933	-0.033982012	-0.015731895	-0.20805824	0.12165702	0.08008887	-0.077333815	0.057713386	-0.14208673	-0.1445346	-0.08960753	-0.02890285	-0.0959604	0.03536504	-0.16218124	0.053244334	-0.16218653	0.17325905	0.11880007	-0.03718023	0.119945675	0.12797277	0.12676682	0.10972508	0.029554242	-0.23177686	0.13676594	0.12518099	-0.09357435	0.04719086	0.0304465	-0.124806985	-0.12088852	-0.10863776	0.13133153	-0.13352606	0.18348143	0.13767308	-0.11822924	0.13769469	0.029611863	0.0853627	0.20140341	-0.13482675	0.1337587	0.056919895	0.02992055	-0.1315224	0.24456775	0.015574333	-0.065662354	-0.15967934	0.11724174	0.054166384	0.12710798	0.073095776	-0.020780904	0.19844969	-0.18905465	-0.05922908	0.0015707118	-0.0129316375	-0.089216806	0.20562145
-0.18715475	-0.057529185	-0.13982068	-0.12731525	0.02412855	-0.045519	-0.29377207	-0.016304487	-0.11747298	-0.16081294	0.012147928	0.12747245	-0.07762089	-0.08522327	-0.13272913	-0.04364386	-0.26753378	0.074631326	0.26336297	0.014285064	0.24636231	0.12698394	0.32531083	0.2603967	-0.06258914	-0.09330417	0.065249555	0.18218969	-0.19457403	-0.01707296	0.20007536	-0.1467512	-0.11556797	-0.23194079	-0.19088681	-0.31513637	0.030581633	-0.048271492	0.00944494	0.14416672	-0.09254064	-0.057263874	0.22508526	-0.13976735	-0.028847585	0.054874886	0.041555952	-0.034329034	-0.017496414	0.16646174	-0.062278606	-0.29655075	-0.19686338	0.13133214	0.2769186	-0.12843223	-0.2146256	-0.029722515	-0.26751167	0.054878417	0.09234992	0.11596387	-0.24958374	-0.07327387
0.072652474	0.149467	0.027913805	-0.19730161	-0.1370646	0.005266047	-0.1626312	-0.18103713	-0.10388397	-0.34139287	-0.093253195	-0.06492982	-0.1277448	-0.12272386	-0.01670622	-0.026876	-0.11900524	-0.0073455535	0.29843107	-0.1340054	-0.0083644055	0.076188095	0.18360119	0.3183405	-0.1437898	-0.17545684	0.11451947	-0.1017865	-0.08051736	-0.13875043	0.09516253	-0.14731178	0.08200343	-0.29441833	0.032823425	-0.14840986	0.18948972	-0.073751695	0.007280093	0.18562599	-0.06150564	-0.22202824	0.14718723	-0.064328	0.026131606	0.046510007	-0.0486496	-0.06470111	0.12500048	0.028612165	-0.10408039	-0.1918914	-0.07632569	-0.08713074	0.07321551	-0.027984736	0.008669774	0.054684237	-0.32384557	0.20249744	-0.2048531	0.019947229	-0.02492403	0.19623928
-0.090492435	-0.08119265	-0.06318304	-0.1477118	0.12490307	0.026207455	-0.07911504	0.085253	-0.08241598	0.061627243	-0.10293095	0.02093192	0.050281167	0.08700446	-0.11968778	-0.017134227	-0.081688344	0.04045752	-0.019014783	0.056779474	0.20462267	0.17193557	0.13480902	-0.021877903	0.018706013	-0.11445865	0.04343587	0.105746605	-0.08311196	0.12819633	0.07758811	-0.089623295	-0.09336369	0.032222066	0.052256845	-0.115109384	0.05789782	0.19372225	-0.106331676	0.026792813	0.06270286	0.15854557	0.17237413	-0.069356576	0.08859059	-0.023534765	0.0967332	-0.11137605	0.17145829	0.0022135673	0.03245068	-0.074817576	0.0915345	0.071690895	0.13536547	0.049080573	0.07033499	0.06528413	-0.030348618	-0.11318961	0.08214546	0.046697162	-0.06843271	0.022380237
0.07924318	0.030206935	0.043236278	-0.04081371	0.07182333	0.22151253	0.08366712	-0.037519574	-0.07209251	-0.0051055276	-0.19588411	0.09125933	0.03567784	0.11194869	-0.108736575	-0.09454956	0.0013804503	-0.019534789	0.17576438	0.058946546	0.0054934076	0.24954686	-0.0017399476	0.15417579	-0.20891017	-0.22463301	0.20728897	-0.08791882	-0.07034225	-0.022789383	0.20573337	-0.035743207	0.07252819	-0.06552103	0.1073341	0.054444537	0.046133853	-0.0036996296	-0.15712532	0.11446638	-0.03770856	0.10413199	0.017589085	0.101184025	0.1094259	-0.17884642	0.10577499	-0.26072648	0.23951273	0.06467602	-0.012031029	0.06624304	0.026057187	-0.07760721	-0.071818456	0.18920887	0.045831632	0.048678584	-0.018873163	0.06523307	-0.12671681	0.19019146	0.19752672	0.16599973
0.18897907	0.22619292	0.25041747	-0.45954698	-0.34299737	-0.16487533	-0.13670386	-0.2764158	-0.13650668	-0.41375995	-0.079433955	-0.37288737	-0.28384143	-0.31903353	0.20922332	0.20082107	-0.034667104	-0.11179799	0.22871073	-0.31051236	-0.15718767	-0.2592556	-0.08300718	0.12310596	0.0028000243	0.044118676	-0.10968953	-0.15345195	0.26741946	-0.3078648	-0.29393795	-0.22430988	0.1732116	-0.048201595	0.15393206	0.03413011	0.32836476	-0.032088526	-0.057112657	0.14114186	-0.024522604	-0.5688381	0.11062901	-0.030039614	0.1793266	0.36898702	-0.3517597	0.17953643	-0.13202295	-0.31149557	-0.2538146	0.11117021	0.17882064	-0.16264646	-0.054995973	-0.24872784	0.1192493	0.29210097	-0.42314517	0.16634478	-0.1887528	-0.37046131	0.044023678	0.26119927
-0.11094489	-0.039046314	-0.011712709	-0.0836166	0.042444307	0.01797415	-0.16271882	0.0048688184	-0.12467497	-0.030615233	0.009175097	0.054828	-0.0072641196	-0.013624598	-0.09529815	-0.08202088	-0.083348	0.016440658	0.15332665	0.0027849863	0.090801366	0.024683813	0.15105318	0.119689174	0.020404592	-0.19415842	0.14982203	0.055807795	-0.076328434	-0.016021669	0.11161106	-0.178845	-0.05074463	-0.19513737	-0.074834146	-0.18426524	0.031556383	0.07055486	-0.0957367	0.14457849	-0.07347674	0.09129429	0.1063044	-0.050903	0.06612463	0.065939076	0.0035232643	-0.009510895	0.08313614	0.17034066	-0.041242097	-0.17852785	-0.035561692	0.07758559	0.16808811	-0.0686384	-0.016867094	0.048082624	-0.06811117	-0.026597189	0.14153154	0.06832581	-0.20346999	-0.023294076
0.015988607	0.04641874	-0.08211499	-0.12986232	0.01387675	0.123185895	-0.040980276	-0.08465867	-0.061692044	-0.26810998	-0.09451878	0.052839056	-0.04560395	0.01774098	-0.080680005	0.022743888	-0.14121228	0.20215045	0.22726636	-0.035784695	0.07233272	0.13504983	0.050587382	0.21284191	-0.13052882	-0.16328317	0.1043237	0.054820385	-0.21857964	-0.024728706	0.11733711	-0.100864574	-0.026494415	-0.10982575	0.008888756	-0.093082346	0.04133873	-0.055831745	0.092586465	0.12513347	0.03926026	-0.13887636	0.09297564	-0.042404257	-0.012719662	0.00024759216	0.09240567	-0.1918008	0.18430936	0.06784634	-0.07130663	-0.17556804	-0.14659357	0.04364056	0.10168829	0.07314547	-0.14063951	-0.0041699777	-0.17264691	0.18456663	-0.12800834	0.026684953	0.072628744	0.16473988
0.14830345	-0.008382999	0.25047523	-0.24884357	0.15198337	0.21294172	0.34321064	0.05964728	0.0112864375	-0.044281032	-0.2176021	-0.29735896	-0.010187982	0.18591036	-0.13040645	0.16737565	0.14053234	0.15293682	-0.19675523	0.016217636	-0.14162478	0.13879742	-0.27311358	-0.22642003	-0.002526223	-0.20476735	-0.099257275	-0.11345584	0.2242879	0.047647707	-0.25813222	0.10602433	-0.019077824	0.29786873	0.29281002	0.3332662	0.22236855	0.21725082	-0.18528485	-0.122967154	0.26429358	-0.09914557	0.14999482	-0.015166104	0.21773678	-0.10426463	-0.014727938	-0.21038023	0.37664637	-0.2525168	-0.047331654	0.28239286	0.23085745	0.06653012	-0.23935358	0.29306605	0.25365955	0.27015623	0.074924685	-0.18555917	-0.31180778	-0.2778562	0.3312772	0.33449355
0.03421301	-0.042769082	0.09004833	-0.10911622	0.07416597	0.055754025	0.036287814	0.05284915	-0.009046409	0.018776676	-0.007072378	-0.1499002	-0.010324635	0.052982993	-0.10045054	0.0705842	-0.089247696	0.057169754	-0.0138358995	-0.06945429	0.09128146	0.012666304	-0.013115311	-0.09800046	0.037286837	-0.15217501	0.0072108167	-0.002000701	0.103594445	0.019111957	-0.08547933	-0.021992747	-0.11197444	0.14236861	0.17997476	-0.009127127	0.14449038	0.17775984	-0.14557518	0.044806734	0.086164206	0.010067437	0.15721579	-0.10099969	0.10797339	0.0372209	-0.07705132	0.010510447	0.17887674	-0.13828978	-0.0022487668	-0.0017574991	0.15606499	0.06284772	0.01893717	0.07238833	0.0873028	0.16685392	-0.046698954	-0.08081068	-0.054329477	-0.10571241	-0.020006202	0.16023001
